sentiment,text,date,cleaned_text,tokens
negative,no. susan boyle should've won. this is wrong. DIVERSITY YOU SUCK. KISS MY SASS. susan should've won... ,Sat May 30 23:09:35 PDT 2009,no susan boyle shouldve won this is wrong diversity you suck kiss my sass susan shouldve won,"['susan', 'boyle', 'shouldve', 'wrong', 'diversity', 'suck', 'kiss', 'sas', 'susan', 'shouldve']"
negative,doesnt feel good ,Sat Jun 20 12:34:48 PDT 2009,doesnt feel good,"['doesnt', 'feel', 'good']"
negative,"shit, rainyseason is here, and im friggin scared of thunder. guess i wont be able to sleep tonight ",Sat May 02 23:19:09 PDT 2009,shit rainyseason is here and im friggin scared of thunder guess i wont be able to sleep tonight,"['shit', 'rainyseason', 'im', 'friggin', 'scared', 'thunder', 'guess', 'wont', 'able', 'sleep', 'tonight']"
negative,I'm never gonna see Darren again  I got a hug though(:,Fri Jun 05 21:57:44 PDT 2009,im never gonna see darren again  i got a hug though,"['im', 'never', 'gon', 'na', 'see', 'darren', 'got', 'hug', 'though']"
negative,im back!!. sorry been so busy  ahhh this is goner be a BUSSSYSYYYY WEEEK. =l  my life gets hecktic starting from NOW.,Sat Jun 20 16:11:01 PDT 2009,im back sorry been so busy  ahhh this is goner be a busssysyyyy weeek l  my life gets hecktic starting from now,"['im', 'back', 'sorry', 'busy', 'ahhh', 'goner', 'busssysyyyy', 'weeek', 'l', 'life', 'get', 'hecktic', 'starting']"
positive,"@bluemistanime Ahaha, I just fixed my DS lite today too! ",Sat May 30 00:33:12 PDT 2009,ahaha i just fixed my ds lite today too,"['ahaha', 'fixed', 'd', 'lite', 'today']"
positive,http://twitpic.com/6qjv5 - mah sexy new amp! ,Sat Jun 06 04:34:09 PDT 2009,mah sexy new amp,"['mah', 'sexy', 'new', 'amp']"
positive,"@LilShawty40 haha not this season, but hopefully by next year it'll be the first official TV season! ",Fri May 29 12:51:53 PDT 2009,haha not this season but hopefully by next year itll be the first official tv season,"['haha', 'season', 'hopefully', 'next', 'year', 'itll', 'first', 'official', 'tv', 'season']"
positive,My workplace gets so much better when good weather strikes.  http://tinyurl.com/cp7n6w,Tue Apr 07 06:25:01 PDT 2009,my workplace gets so much better when good weather strikes,"['workplace', 'get', 'much', 'better', 'good', 'weather', 'strike']"
positive,@hapagal they look really good with black pants ,Sat Jun 06 15:09:46 PDT 2009,they look really good with black pants,"['look', 'really', 'good', 'black', 'pant']"
positive,@vacant_heart It's your fault!  tired of it before I started though .. mostly ,Mon Jun 01 11:36:42 PDT 2009,its your fault  tired of it before i started though  mostly,"['fault', 'tired', 'started', 'though', 'mostly']"
negative,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,Fri May 29 07:46:21 PDT 2009,oh deary me 15 mins not enough to rescue kitchen  i shall come back to it later so i can mow the lawn while still cool outside,"['oh', 'deary', '15', 'min', 'enough', 'rescue', 'kitchen', 'shall', 'come', 'back', 'later', 'mow', 'lawn', 'still', 'cool', 'outside']"
negative,My dumb parents wont let me use the car  bahaha,Sat Jun 06 18:00:45 PDT 2009,my dumb parents wont let me use the car  bahaha,"['dumb', 'parent', 'wont', 'let', 'use', 'car', 'bahaha']"
positive,@biffgriff haha pasta and ketchup is wrong! Im going to my favourite asian restaurant  cant wait,Sat Jun 06 17:53:47 PDT 2009,haha pasta and ketchup is wrong im going to my favourite asian restaurant  cant wait,"['haha', 'pasta', 'ketchup', 'wrong', 'im', 'going', 'favourite', 'asian', 'restaurant', 'cant', 'wait']"
positive,yes both wasps and the people on trisha are scary ,Mon Apr 20 03:58:54 PDT 2009,yes both wasps and the people on trisha are scary,"['yes', 'wasp', 'people', 'trisha', 'scary']"
negative,marcmalkin from E!I hear robert pattinson is not going to be on red carpet 2day.   (X17Live live &gt; http://ustre.am/39qb),Sun May 31 17:05:20 PDT 2009,marcmalkin from ei hear robert pattinson is not going to be on red carpet 2day   x17live live gt,"['marcmalkin', 'ei', 'hear', 'robert', 'pattinson', 'going', 'red', 'carpet', '2day', 'x17live', 'live', 'gt']"
positive,@henryshoots your bride? ,Fri Jun 05 10:16:51 PDT 2009,your bride,['bride']
negative,I'm officially getting sick - no!!! Laying in my bed ,Sat May 16 19:58:55 PDT 2009,im officially getting sick  no laying in my bed,"['im', 'officially', 'getting', 'sick', 'laying', 'bed']"
negative,"Whatever happened to my lazy sundays? oh right i am spending them falling a sleep at this desk  i want a nap now, thanks.",Sun May 31 08:29:13 PDT 2009,whatever happened to my lazy sundays oh right i am spending them falling a sleep at this desk  i want a nap now thanks,"['whatever', 'happened', 'lazy', 'sunday', 'oh', 'right', 'spending', 'falling', 'sleep', 'desk', 'want', 'nap', 'thanks']"
positive,Thank you God. This weekend is starting off amazing. Got the day off ,Sat May 30 03:19:54 PDT 2009,thank you god this weekend is starting off amazing got the day off,"['thank', 'god', 'weekend', 'starting', 'amazing', 'got', 'day']"
negative,I'm already annoyed. My Friday is ruined. ,Fri Jun 05 14:31:12 PDT 2009,im already annoyed my friday is ruined,"['im', 'already', 'annoyed', 'friday', 'ruined']"
positive,is so glad the graduation party is over and went well! Going to bed then off to see my cousin off to prom ,Fri May 01 20:30:35 PDT 2009,is so glad the graduation party is over and went well going to bed then off to see my cousin off to prom,"['glad', 'graduation', 'party', 'went', 'well', 'going', 'bed', 'see', 'cousin', 'prom']"
positive,eating fruity pebbles  YUMMY,Sat Jun 06 12:26:10 PDT 2009,eating fruity pebbles  yummy,"['eating', 'fruity', 'pebble', 'yummy']"
positive,@stefichiu i love that song ,Thu Jun 04 23:05:25 PDT 2009,i love that song,"['love', 'song']"
negative,"My friend was hit by an ied in iraq... He's fine, but it feels like we are drifting ",Tue Jun 16 12:56:58 PDT 2009,my friend was hit by an ied in iraq hes fine but it feels like we are drifting,"['friend', 'hit', 'ied', 'iraq', 'he', 'fine', 'feel', 'like', 'drifting']"
positive,"@rawkinalien0917 i smell 'selos'. hihi  kidding. Uh, tsokay i guess. ;;) Pero diba.. FAITHFUL .. LOYAL.. )",Sat May 09 19:15:52 PDT 2009,i smell selos hihi  kidding uh tsokay i guess  pero diba faithful  loyal,"['smell', 'selos', 'hihi', 'kidding', 'uh', 'tsokay', 'guess', 'pero', 'diba', 'faithful', 'loyal']"
positive,@jesamine nearly home time now ,Tue Jun 02 23:37:25 PDT 2009,nearly home time now,"['nearly', 'home', 'time']"
positive,Waiting for Samuel to come getme ,Mon Jun 15 22:41:53 PDT 2009,waiting for samuel to come getme,"['waiting', 'samuel', 'come', 'getme']"
positive,@obsalah wishing u the same.. Hope u r getting ready for tmw's trip ,Fri May 29 02:44:56 PDT 2009,wishing u the same hope u r getting ready for tmws trip,"['wishing', 'u', 'hope', 'u', 'r', 'getting', 'ready', 'tmws', 'trip']"
positive,@drubeered you made twitter so you can escape from facebook land ) nice try dru. hope it works. ,Fri May 22 00:08:39 PDT 2009,you made twitter so you can escape from facebook land  nice try dru hope it works,"['made', 'twitter', 'escape', 'facebook', 'land', 'nice', 'try', 'dru', 'hope', 'work']"
negative,"Dude. Contacts. They hurt like a bitchface when you put one in inside out. My eye is stinging now, even though the contact is in properly ",Sat Jun 06 11:10:40 PDT 2009,dude contacts they hurt like a bitchface when you put one in inside out my eye is stinging now even though the contact is in properly,"['dude', 'contact', 'hurt', 'like', 'bitchface', 'put', 'one', 'inside', 'eye', 'stinging', 'even', 'though', 'contact', 'properly']"
positive,"@tovias No, I don't mind. But send me a link too, okay? I'll write something up on my blog too and link back. ",Sun Jun 07 11:45:20 PDT 2009,no i dont mind but send me a link too okay ill write something up on my blog too and link back,"['dont', 'mind', 'send', 'link', 'okay', 'ill', 'write', 'something', 'blog', 'link', 'back']"
positive,@marjorayy but you've been my girlfriend for 4 years so hah! i win ,Sun Jun 14 23:56:25 PDT 2009,but youve been my girlfriend for 4 years so hah i win,"['youve', 'girlfriend', '4', 'year', 'hah', 'win']"
negative,Saw a cat with no eyes at petcetra ,Sun Apr 19 11:00:09 PDT 2009,saw a cat with no eyes at petcetra,"['saw', 'cat', 'eye', 'petcetra']"
positive,@wendytime great minds......  ,Tue Jun 16 04:13:31 PDT 2009,great minds,"['great', 'mind']"
positive,"Best Party ever,Wont remember it ",Thu May 28 22:32:26 PDT 2009,best party everwont remember it,"['best', 'party', 'everwont', 'remember']"
negative,http://twitpic.com/6oe1r - we still need a group pic with Courtenay  still a nice pic though ,Fri Jun 05 09:11:09 PDT 2009,we still need a group pic with courtenay  still a nice pic though,"['still', 'need', 'group', 'pic', 'courtenay', 'still', 'nice', 'pic', 'though']"
negative,I have a cold ,Fri Jun 05 12:56:15 PDT 2009,i have a cold,['cold']
negative,@AlexAllTimeLow is the new mag. Out? And love the new songs its gunna be huge but no offense hello brooklyn is. &quot; ok&quot; could be better ,Mon Jun 22 11:01:46 PDT 2009,is the new mag out and love the new songs its gunna be huge but no offense hello brooklyn is quot okquot could be better,"['new', 'mag', 'love', 'new', 'song', 'gunna', 'huge', 'offense', 'hello', 'brooklyn', 'quot', 'okquot', 'could', 'better']"
negative,Looks like im going to somones house today ,Fri Jun 19 06:44:54 PDT 2009,looks like im going to somones house today,"['look', 'like', 'im', 'going', 'somones', 'house', 'today']"
positive,I'm watching The Hicter now with my mom. Well she is my movie-watch partner nowadays! And so.. she isn't too bad ,Sat Jun 06 23:17:16 PDT 2009,im watching the hicter now with my mom well she is my moviewatch partner nowadays and so she isnt too bad,"['im', 'watching', 'hicter', 'mom', 'well', 'moviewatch', 'partner', 'nowadays', 'isnt', 'bad']"
positive,@bmichalk turns out he was acting asleep... That little tricker! ,Tue Jun 16 05:18:17 PDT 2009,turns out he was acting asleep that little tricker,"['turn', 'acting', 'asleep', 'little', 'tricker']"
negative,I'm so tired ,Mon Jun 01 03:17:26 PDT 2009,im so tired,"['im', 'tired']"
positive,follo0w the beards  @30secondstomars,Fri May 29 23:56:32 PDT 2009,follo0w the beards,"['follo0w', 'beard']"
negative,Doesn't want to be home alone  wtf,Sun May 31 18:02:18 PDT 2009,doesnt want to be home alone  wtf,"['doesnt', 'want', 'home', 'alone', 'wtf']"
positive,@warzabidul and @TJCS63 thanks for your kind wishes.. Yesterday was fun..Hopefully the enjoyable weather is here stay.. ,Tue Jun 02 00:42:44 PDT 2009,and  thanks for your kind wishes yesterday was funhopefully the enjoyable weather is here stay,"['thanks', 'kind', 'wish', 'yesterday', 'funhopefully', 'enjoyable', 'weather', 'stay']"
negative,it's pretty cold here  the thermometer touches just 2 degrees in the morning... ,Thu May 14 01:40:58 PDT 2009,its pretty cold here  the thermometer touches just 2 degrees in the morning,"['pretty', 'cold', 'thermometer', 'touch', '2', 'degree', 'morning']"
negative,"Trying to wake up - it's been a long, long evening here again. ",Sun May 31 07:07:19 PDT 2009,trying to wake up  its been a long long evening here again,"['trying', 'wake', 'long', 'long', 'evening']"
positive,@meganclarehaber http://twitpic.com/6qy9o - you look great ,Sat Jun 06 09:23:25 PDT 2009,you look great,"['look', 'great']"
negative,It's time for #CoolorTool! Lego Rock Band - Tool.. DJ Hero - Tool.. Guitar Hero 5 - Tool.. The Beatles Rock Band - Cool. A horrible ratio ,Fri Jun 05 15:04:30 PDT 2009,its time for  lego rock band  tool dj hero  tool guitar hero 5  tool the beatles rock band  cool a horrible ratio,"['time', 'lego', 'rock', 'band', 'tool', 'dj', 'hero', 'tool', 'guitar', 'hero', '5', 'tool', 'beatles', 'rock', 'band', 'cool', 'horrible', 'ratio']"
negative,work is really starting to depress me ,Sat May 30 03:58:14 PDT 2009,work is really starting to depress me,"['work', 'really', 'starting', 'depress']"
positive, good to hear from you,Mon Jun 15 12:57:11 PDT 2009,good to hear from you,"['good', 'hear']"
negative,my teeff hurt ,Fri Jun 19 20:22:02 PDT 2009,my teeff hurt,"['teeff', 'hurt']"
positive,"@cameronfrye 'Those who can't do, teach' kinda thing? Nah. Now you're being crazy ",Wed Jun 03 05:56:31 PDT 2009,those who cant do teach kinda thing nah now youre being crazy,"['cant', 'teach', 'kinda', 'thing', 'nah', 'youre', 'crazy']"
positive,"At home in Ulladulla, Lying on the lounge watching tv ",Fri May 29 23:44:28 PDT 2009,at home in ulladulla lying on the lounge watching tv,"['home', 'ulladulla', 'lying', 'lounge', 'watching', 'tv']"
positive,can't wait for the MTV Movie Awards!! it's hosted by my boyfriend!! hahaha ,Sun May 31 02:06:32 PDT 2009,cant wait for the mtv movie awards its hosted by my boyfriend hahaha,"['cant', 'wait', 'mtv', 'movie', 'award', 'hosted', 'boyfriend', 'hahaha']"
positive,bacc to the money` zt work til 2pm ,Sat May 30 06:30:24 PDT 2009,bacc to the money zt work til 2pm,"['bacc', 'money', 'zt', 'work', 'til', '2pm']"
negative,Ahh flight delayed til 320 ,Mon Jun 15 14:41:30 PDT 2009,ahh flight delayed til 320,"['ahh', 'flight', 'delayed', 'til', '320']"
negative,my nose has swollen really badly ,Thu May 14 05:52:12 PDT 2009,my nose has swollen really badly,"['nose', 'swollen', 'really', 'badly']"
positive,@cmogle No Kindle. But I did return with more *real* books than I left with... ,Sat Apr 18 14:55:12 PDT 2009,no kindle but i did return with more real books than i left with,"['kindle', 'return', 'real', 'book', 'left']"
positive,craziness.... ,Sat Jun 06 16:28:56 PDT 2009,craziness,['craziness']
positive,"Tonight my wife fixed Mexican and WOW - her cooking is divine! No, she's not on twitter, so I'm NOT kissing up ",Fri May 29 20:09:25 PDT 2009,tonight my wife fixed mexican and wow  her cooking is divine no shes not on twitter so im not kissing up,"['tonight', 'wife', 'fixed', 'mexican', 'wow', 'cooking', 'divine', 'shes', 'twitter', 'im', 'kissing']"
positive,Goodnight  â« http://blip.fm/~7s7ha,Sat Jun 06 23:23:30 PDT 2009,goodnight  â,"['goodnight', 'â']"
positive,@yoadrian29 neither...i'm an M.D...i was getting my training there! ,Mon Jun 01 23:28:11 PDT 2009,neitherim an mdi was getting my training there,"['neitherim', 'mdi', 'getting', 'training']"
negative,"@crystalleanne unfortunately i have to work, 1-close.  makes me so sad! but i may be in on some post-bfd festivities back in the east bay",Tue Jun 02 23:45:23 PDT 2009,unfortunately i have to work 1close  makes me so sad but i may be in on some postbfd festivities back in the east bay,"['unfortunately', 'work', '1close', 'make', 'sad', 'may', 'postbfd', 'festivity', 'back', 'east', 'bay']"
positive,Lunchtimeâ¦ Sandwich here I come. ,Tue Jun 02 05:29:50 PDT 2009,lunchtimeâ sandwich here i come,"['lunchtimeâ', 'sandwich', 'come']"
negative,Still prefers Facebook... even tho it's becoming more of a Gaming site.  ,Sat May 02 01:23:36 PDT 2009,still prefers facebook even tho its becoming more of a gaming site,"['still', 'prefers', 'facebook', 'even', 'tho', 'becoming', 'gaming', 'site']"
negative,Dallas at 10:40AM to have blood drawn at the transplant institute and then have a native kidney sonogram done.   ,Tue Jun 02 21:46:26 PDT 2009,dallas at 1040am to have blood drawn at the transplant institute and then have a native kidney sonogram done,"['dallas', '1040am', 'blood', 'drawn', 'transplant', 'institute', 'native', 'kidney', 'sonogram', 'done']"
positive,@TamsynTweetie hope hospital went okay (after the meals on wheels knock) ,Tue Jun 02 10:43:30 PDT 2009,hope hospital went okay after the meals on wheels knock,"['hope', 'hospital', 'went', 'okay', 'meal', 'wheel', 'knock']"
positive,@eziemac you're gonna love it ,Sun May 31 11:19:43 PDT 2009,youre gonna love it,"['youre', 'gon', 'na', 'love']"
negative,@SammieSparrow lol odds on ill probably lose this along with my bloody phone ,Tue Jun 16 03:45:13 PDT 2009,lol odds on ill probably lose this along with my bloody phone,"['lol', 'odds', 'ill', 'probably', 'lose', 'along', 'bloody', 'phone']"
positive,@skillzva awwwwwwwwww..... you are not!! Im on my way!! ,Fri May 29 22:32:16 PDT 2009,a you are not im on my way,"['im', 'way']"
positive,It Is What It Is...and It Aint What It Aint! ,Fri May 29 09:02:25 PDT 2009,it is what it isand it aint what it aint,"['isand', 'aint', 'aint']"
negative,has too many bug bites ,Thu Jun 18 16:31:01 PDT 2009,has too many bug bites,"['many', 'bug', 'bite']"
positive,@SoulafiedCHEF LOL well u had a clue I was trying to move. But it became official this morning. I'm pretty stoked for this new level. ,Sat May 30 12:31:05 PDT 2009,lol well u had a clue i was trying to move but it became official this morning im pretty stoked for this new level,"['lol', 'well', 'u', 'clue', 'trying', 'move', 'became', 'official', 'morning', 'im', 'pretty', 'stoked', 'new', 'level']"
positive, that's all I got to say!,Sat May 30 11:56:44 PDT 2009,thats all i got to say,"['thats', 'got', 'say']"
positive,the departed wasnt as good as i thought it would be ... its cool life goes on and im goin to sleep .... nite nite ,Sun Jun 07 18:55:53 PDT 2009,the departed wasnt as good as i thought it would be  its cool life goes on and im goin to sleep  nite nite,"['departed', 'wasnt', 'good', 'thought', 'would', 'cool', 'life', 'go', 'im', 'goin', 'sleep', 'nite', 'nite']"
negative,"crap, forgot my password I made for the new forum I'm working on... ",Thu May 28 21:06:02 PDT 2009,crap forgot my password i made for the new forum im working on,"['crap', 'forgot', 'password', 'made', 'new', 'forum', 'im', 'working']"
positive,@TrinaWright   ,Fri May 29 02:30:23 PDT 2009,,[]
negative,@brimoni I'm ok. Damadge to my car is rediculous  but it's just another hurdle to get over. I'll be there tom. Thanx.,Tue Jun 23 11:29:07 PDT 2009,im ok damadge to my car is rediculous  but its just another hurdle to get over ill be there tom thanx,"['im', 'ok', 'damadge', 'car', 'rediculous', 'another', 'hurdle', 'get', 'ill', 'tom', 'thanx']"
positive,"@mike9r Hey, how's the Beak development going?  Love the app, but the crashes are getting to be a bit much.  Looking forward to new ver! ",Sun May 31 14:31:23 PDT 2009,hey hows the beak development going  love the app but the crashes are getting to be a bit much  looking forward to new ver,"['hey', 'hows', 'beak', 'development', 'going', 'love', 'app', 'crash', 'getting', 'bit', 'much', 'looking', 'forward', 'new', 'ver']"
negative,I miss my little M! ,Sun Jun 07 18:34:01 PDT 2009,i miss my little m,"['miss', 'little']"
positive,Drinkin. call 7176820308 ,Fri May 29 22:04:18 PDT 2009,drinkin call 7176820308,"['drinkin', 'call', '7176820308']"
negative,ready for some hacking on my smugmug ruby api. I still haven't decided how I want my galleries to be sorted tho. ,Mon Jun 22 15:11:29 PDT 2009,ready for some hacking on my smugmug ruby api i still havent decided how i want my galleries to be sorted tho,"['ready', 'hacking', 'smugmug', 'ruby', 'api', 'still', 'havent', 'decided', 'want', 'gallery', 'sorted', 'tho']"
positive,@AstroHealer thank you! I will use this link in my research ,Sun Jun 07 07:25:46 PDT 2009,thank you i will use this link in my research,"['thank', 'use', 'link', 'research']"
negative,Boys Like Girls - Thunder video is one of my all time favorite ; reminds me of good times with people I love &lt;3 i miss it ,Fri Jun 05 18:56:44 PDT 2009,boys like girls  thunder video is one of my all time favorite  reminds me of good times with people i love lt3 i miss it,"['boy', 'like', 'girl', 'thunder', 'video', 'one', 'time', 'favorite', 'reminds', 'good', 'time', 'people', 'love', 'lt3', 'miss']"
positive,"@dspecial1 Nah, I'm up now  brushing zee teeth and washin zee face lol. what time isit?",Mon Jun 01 00:07:34 PDT 2009,nah im up now  brushing zee teeth and washin zee face lol what time isit,"['nah', 'im', 'brushing', 'zee', 'teeth', 'washin', 'zee', 'face', 'lol', 'time', 'isit']"
negative,@xoAda me too! I can't sleep! ,Mon Jun 01 22:26:38 PDT 2009,me too i cant sleep,"['cant', 'sleep']"
negative,"Hes not my, thats so obvious ",Wed Jun 03 04:03:38 PDT 2009,hes not my thats so obvious,"['he', 'thats', 'obvious']"
negative,@Edostal I don't  but i can make some!!!! hahahah,Tue Jun 02 20:20:39 PDT 2009,i dont  but i can make some hahahah,"['dont', 'make', 'hahahah']"
positive,"@The_Style_PA Maybelline's Colossal Volume is pretty good, its the fat yellow one ",Sat May 30 01:55:22 PDT 2009,maybellines colossal volume is pretty good its the fat yellow one,"['maybellines', 'colossal', 'volume', 'pretty', 'good', 'fat', 'yellow', 'one']"
negative,JASON DOLLEY CUT HIS HAIR ?! ,Mon Jun 01 15:13:21 PDT 2009,jason dolley cut his hair,"['jason', 'dolley', 'cut', 'hair']"
negative,"is in rabbit fur at work, wish I could work at my manager's office. She likes it warm, programmer likes it cool ",Sun May 03 18:50:05 PDT 2009,is in rabbit fur at work wish i could work at my managers office she likes it warm programmer likes it cool,"['rabbit', 'fur', 'work', 'wish', 'could', 'work', 'manager', 'office', 'like', 'warm', 'programmer', 'like', 'cool']"
positive,@Rannelee oh well usual crap.. u know how it is  LOL ... ,Sat May 02 04:21:42 PDT 2009,oh well usual crap u know how it is  lol,"['oh', 'well', 'usual', 'crap', 'u', 'know', 'lol']"
negative,@iesha_irene awww I miss u guys wish I was there ,Sat May 30 23:22:55 PDT 2009,awww i miss u guys wish i was there,"['awww', 'miss', 'u', 'guy', 'wish']"
positive,@its_dolly_cake goooood ,Fri May 29 13:43:15 PDT 2009,goooood,['goooood']
negative,@TravisKaimi Zaru Soba is cold buckwheat noodles with this yummy dipping sauce  anddd a bento box is a Japanese lunch box. I love food ,Tue Jun 02 00:49:02 PDT 2009,zaru soba is cold buckwheat noodles with this yummy dipping sauce  anddd a bento box is a japanese lunch box i love food,"['zaru', 'soba', 'cold', 'buckwheat', 'noodle', 'yummy', 'dipping', 'sauce', 'anddd', 'bento', 'box', 'japanese', 'lunch', 'box', 'love', 'food']"
negative,"went and checked out the new woolies not as good as i thought it would be, bit dissapointed ",Wed Jun 17 23:47:37 PDT 2009,went and checked out the new woolies not as good as i thought it would be bit dissapointed,"['went', 'checked', 'new', 'woolies', 'good', 'thought', 'would', 'bit', 'dissapointed']"
negative,"@simasays Same with here. Customer service, products...the entire shopping experience has done downhill. ",Sun Jun 07 08:17:03 PDT 2009,same with here customer service productsthe entire shopping experience has done downhill,"['customer', 'service', 'productsthe', 'entire', 'shopping', 'experience', 'done', 'downhill']"
positive,First Song Up To 700 Plays Now Yoo.!! Feelin Pretti Gud Bout It  So Again Thanks To Erryone For All The Support.!,Tue Jun 02 22:45:14 PDT 2009,first song up to 700 plays now yoo feelin pretti gud bout it  so again thanks to erryone for all the support,"['first', 'song', '700', 'play', 'yoo', 'feelin', 'pretti', 'gud', 'bout', 'thanks', 'erryone', 'support']"
negative,could not sleep all night long ,Tue Jun 16 09:08:48 PDT 2009,could not sleep all night long,"['could', 'sleep', 'night', 'long']"
negative,"well im dissapointed with the Kansas City Royals, why do they have to have errors and no runs... ",Wed Jun 17 20:58:48 PDT 2009,well im dissapointed with the kansas city royals why do they have to have errors and no runs,"['well', 'im', 'dissapointed', 'kansa', 'city', 'royal', 'error', 'run']"
negative,@YungPayne LOL WOW!!! That hurt Pooder! ,Sun May 31 18:31:44 PDT 2009,lol wow that hurt pooder,"['lol', 'wow', 'hurt', 'pooder']"
positive,Headed to demotte  people are lucky I love them,Sun May 17 10:06:05 PDT 2009,headed to demotte  people are lucky i love them,"['headed', 'demotte', 'people', 'lucky', 'love']"
negative,"awww, damn. it's a re-run. old-old. ",Fri May 29 23:16:08 PDT 2009,a damn its a rerun oldold,"['damn', 'rerun', 'oldold']"
positive,"@SimplyStar nice, thanks for the reminder. ",Sat May 16 19:38:51 PDT 2009,nice thanks for the reminder,"['nice', 'thanks', 'reminder']"
positive,in a &quot;squee&quot; mood ,Fri May 29 20:21:34 PDT 2009,in a quotsqueequot mood,"['quotsqueequot', 'mood']"
negative,Nevermind about getting to watch church ,Sun May 31 09:36:31 PDT 2009,nevermind about getting to watch church,"['nevermind', 'getting', 'watch', 'church']"
positive,Just had a firedrill - had to stand in Linns In Fields park for 10mins. Think it was a very worthwhile exercise ,Tue Jun 02 03:47:49 PDT 2009,just had a firedrill  had to stand in linns in fields park for 10mins think it was a very worthwhile exercise,"['firedrill', 'stand', 'linns', 'field', 'park', '10mins', 'think', 'worthwhile', 'exercise']"
positive,@harrislacewell biden said that?? or your kidding? ,Tue Jun 02 17:32:41 PDT 2009,biden said that or your kidding,"['biden', 'said', 'kidding']"
positive,@KSwin_Images sushi? ewwww! just so no! lol. ,Sun Jun 07 14:06:45 PDT 2009,sushi e just so no lol,"['sushi', 'e', 'lol']"
positive,@friedbeans #followfriday ,Fri May 22 07:09:35 PDT 2009,,[]
negative,minerva sentenced 8 years to jail....... ,Mon Apr 20 04:24:16 PDT 2009,minerva sentenced 8 years to jail,"['minerva', 'sentenced', '8', 'year', 'jail']"
positive,"@DinoZombieRobot I know right? Amazing film. I am so glad someone else is late to watch these &quot;hits&quot; like me...  ahh the music, greatness!",Tue Jun 02 06:12:10 PDT 2009,i know right amazing film i am so glad someone else is late to watch these quothitsquot like me  ahh the music greatness,"['know', 'right', 'amazing', 'film', 'glad', 'someone', 'else', 'late', 'watch', 'quothitsquot', 'like', 'ahh', 'music', 'greatness']"
positive,i just burnt my tongue on my dinner. and i was sneaking a taste test. serves me right. alos... TEACHERS STRIKE TOMORROW! no school ,Mon May 18 00:49:16 PDT 2009,i just burnt my tongue on my dinner and i was sneaking a taste test serves me right alos teachers strike tomorrow no school,"['burnt', 'tongue', 'dinner', 'sneaking', 'taste', 'test', 'serf', 'right', 'alos', 'teacher', 'strike', 'tomorrow', 'school']"
positive,Just been enjoying this wonderful but rare weather we are having ,Sun May 31 10:31:28 PDT 2009,just been enjoying this wonderful but rare weather we are having,"['enjoying', 'wonderful', 'rare', 'weather']"
positive,"@beepiratehooker Nu stiam ca ai vorbit romana  im not sure if thats correct, i only know it loosely ;D x",Sat Jun 06 06:47:13 PDT 2009,nu stiam ca ai vorbit romana  im not sure if thats correct i only know it loosely d x,"['nu', 'stiam', 'ca', 'ai', 'vorbit', 'romana', 'im', 'sure', 'thats', 'correct', 'know', 'loosely', 'x']"
positive,"@da_evil ok,u work im gonna check vampire's news ",Wed Jun 03 01:08:22 PDT 2009,oku work im gonna check vampires news,"['oku', 'work', 'im', 'gon', 'na', 'check', 'vampire', 'news']"
positive,@SatanzMantra very blunt and straight forward ,Sat May 02 11:28:37 PDT 2009,very blunt and straight forward,"['blunt', 'straight', 'forward']"
negative,"@Mattdavelewis Awwwwwwww, i'm watchin Ghost on channel 4   +1, u just spoiled the end ",Mon Jun 01 17:07:13 PDT 2009,a im watchin ghost on channel 4   1 u just spoiled the end,"['im', 'watchin', 'ghost', 'channel', '4', '1', 'u', 'spoiled', 'end']"
positive,Busog.. Thanks McDo ,Sat Jun 06 12:02:00 PDT 2009,busog thanks mcdo,"['busog', 'thanks', 'mcdo']"
negative,@RiskyBusinessMB Michael you are the only one that hasnt replied to me  the SD accoustic show was awesome wish I coulda been there,Mon Apr 20 00:41:55 PDT 2009,michael you are the only one that hasnt replied to me  the sd accoustic show was awesome wish i coulda been there,"['michael', 'one', 'hasnt', 'replied', 'sd', 'accoustic', 'show', 'awesome', 'wish', 'coulda']"
positive,stuck in a house with some crazy girls ,Sat May 30 20:33:20 PDT 2009,stuck in a house with some crazy girls,"['stuck', 'house', 'crazy', 'girl']"
negative,we didn't end up going.      going 2 brittannie's house soon.,Wed Jun 24 22:29:24 PDT 2009,we didnt end up going      going 2 brittannies house soon,"['didnt', 'end', 'going', 'going', '2', 'brittannies', 'house', 'soon']"
negative,#JONANDKATE RUSH THE SEPERATION WITHOUT THINKING ABOUT THE KIDS OR GOING FOR HELP (THERAPY) IM SAD 4 THE KIDS..I REALLY AM ,Mon Jun 22 18:58:10 PDT 2009,rush the seperation without thinking about the kids or going for help therapy im sad 4 the kidsi really am,"['rush', 'seperation', 'without', 'thinking', 'kid', 'going', 'help', 'therapy', 'im', 'sad', '4', 'kidsi', 'really']"
negative,"Grrrrrr. Power is out. Laptop is charged, but wireless network not working.   pls energex get power on soon.",Sat Apr 18 22:52:03 PDT 2009,grrrrrr power is out laptop is charged but wireless network not working   pls energex get power on soon,"['grrrrrr', 'power', 'laptop', 'charged', 'wireless', 'network', 'working', 'pls', 'energex', 'get', 'power', 'soon']"
